id,player_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,current_tier,offense,defense,playmaking,shooting,rebounding,athleticism,intangibles,durability,badges,archetype,source_file,source_line
jamir-watkins-2025-26,Jamir Watkins (2025-26),Jamir Watkins (2025-26),Washington Wizards,2025-26,SG,,79,Emerald,75,80,75,76,79,80,76,81,Point-of-Attack,2025-26 Rotation Piece,src/data/players-current-2026.ts,498
jase-richardson-2025-26,Jase Richardson (2025-26),Jase Richardson (2025-26),Orlando Magic,2025-26,SG,,79,Emerald,82,79,82,83,78,80,82,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,600
jaxson-hayes-2025-26,Jaxson Hayes (2025-26),Jaxson Hayes (2025-26),Los Angeles Lakers,2025-26,C,,79,Emerald,87,85,81,85,88,86,90,89,,2025-26 Rotation Piece,src/data/players-current-2026.ts,367
john-konchar-2025-26,John Konchar (2025-26),John Konchar (2025-26),Utah Jazz,2025-26,SG,,79,Emerald,75,84,78,77,81,80,81,83,Wing Stopper;Point-of-Attack,2025-26 Rotation Piece,src/data/players-current-2026.ts,436
johnny-furphy-2025-26,Johnny Furphy (2025-26),Johnny Furphy (2025-26),Indiana Pacers,2025-26,SG,,79,Emerald,80,82,79,81,86,82,80,78,,2025-26 Rotation Piece,src/data/players-current-2026.ts,584
jonathan-isaac-2025-26,Jonathan Isaac (2025-26),Jonathan Isaac (2025-26),Orlando Magic,2025-26,PF,,79,Emerald,78,85,77,78,84,83,83,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,613
jonathan-mogbo-2025-26,Jonathan Mogbo (2025-26),Jonathan Mogbo (2025-26),Toronto Raptors,2025-26,PF,,79,Emerald,81,83,79,80,82,81,82,78,,2025-26 Rotation Piece,src/data/players-current-2026.ts,585
jordan-hawkins-2025-26,Jordan Hawkins (2025-26),Jordan Hawkins (2025-26),New Orleans Pelicans,2025-26,SG,,79,Emerald,83,79,80,87,79,80,81,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,674
josh-green-2025-26,Josh Green (2025-26),Josh Green (2025-26),Charlotte Hornets,2025-26,SG,,79,Emerald,82,83,78,88,80,81,84,85,,2025-26 Floor Spacer,src/data/players-current-2026.ts,535
josh-minott-2025-26,Josh Minott (2025-26),Josh Minott (2025-26),Brooklyn Nets,2025-26,PF,,79,Emerald,76,80,71,79,77,78,78,82,Point-of-Attack,2025-26 Floor Spacer,src/data/players-current-2026.ts,392
karlo-matkovic-2025-26,Karlo Matkovic (2025-26),Karlo Matkovic (2025-26),New Orleans Pelicans,2025-26,PF,,79,Emerald,79,79,75,82,81,79,80,86,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,438
kenrich-williams-2025-26,Kenrich Williams (2025-26),Kenrich Williams (2025-26),Oklahoma City Thunder,2025-26,PF,,79,Emerald,80,80,80,81,82,79,82,84,,2025-26 Rotation Piece,src/data/players-current-2026.ts,461
kentavious-caldwell-pope-2025-26,Kentavious Caldwell-Pope (2025-26),Kentavious Caldwell-Pope (2025-26),Memphis Grizzlies,2025-26,SG,,79,Emerald,78,80,79,82,76,79,79,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,537
kevon-looney-2025-26,Kevon Looney (2025-26),Kevon Looney (2025-26),New Orleans Pelicans,2025-26,C,,79,Emerald,78,82,82,79,87,82,82,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,602
kobe-sanders-2025-26,Kobe Sanders (2025-26),Kobe Sanders (2025-26),Los Angeles Clippers,2025-26,SG,,79,Emerald,83,82,81,89,79,82,82,90,,2025-26 Floor Spacer,src/data/players-current-2026.ts,521
larry-nance-jr-2025-26,Larry Nance Jr. (2025-26),Larry Nance Jr. (2025-26),Cleveland Cavaliers,2025-26,PF,,79,Emerald,78,83,79,81,83,81,81,78,,2025-26 Rotation Piece,src/data/players-current-2026.ts,631
luka-garza-2025-26,Luka Garza (2025-26),Luka Garza (2025-26),Boston Celtics,2025-26,C,,79,Emerald,87,84,82,88,88,85,90,90,,2025-26 Floor Spacer,src/data/players-current-2026.ts,348
mason-plumlee-2025-26,Mason Plumlee (2025-26),Mason Plumlee (2025-26),San Antonio Spurs,2025-26,C,,79,Emerald,82,82,80,81,84,81,83,74,,2025-26 Rotation Piece,src/data/players-current-2026.ts,553
micah-peavy-2025-26,Micah Peavy (2025-26),Micah Peavy (2025-26),New Orleans Pelicans,2025-26,SG,,79,Emerald,77,81,80,79,80,81,81,86,,2025-26 Rotation Piece,src/data/players-current-2026.ts,659
nicolas-batum-2025-26,Nicolas Batum (2025-26),Nicolas Batum (2025-26),Los Angeles Clippers,2025-26,PF,,79,Emerald,79,83,76,87,78,78,83,92,,2025-26 Floor Spacer,src/data/players-current-2026.ts,539
nikola-topic-2025-26,Nikola Topic (2025-26),Nikola Topic (2025-26),Oklahoma City Thunder,2025-26,PG,,79,Emerald,80,78,83,82,80,80,79,73,,2025-26 Rotation Piece,src/data/players-current-2026.ts,633
oso-ighodaro-2025-26,Oso Ighodaro (2025-26),Oso Ighodaro (2025-26),Phoenix Suns,2025-26,PF,,79,Emerald,79,85,79,74,85,83,82,96,Glass Cleaner;Switchable Big;Transition Force,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,351
patrick-williams-2025-26,Patrick Williams (2025-26),Patrick Williams (2025-26),Chicago Bulls,2025-26,PF,,79,Emerald,79,83,81,84,83,84,79,92,,2025-26 Rotation Piece,src/data/players-current-2026.ts,605
precious-achiuwa-2025-26,Precious Achiuwa (2025-26),Precious Achiuwa (2025-26),Sacramento Kings,2025-26,C,,79,Emerald,85,86,83,79,93,89,88,93,Glass Cleaner;Vertical Threat,2025-26 Transition Threat,src/data/players-current-2026.ts,375
rasheer-fleming-2025-26,Rasheer Fleming (2025-26),Rasheer Fleming (2025-26),Phoenix Suns,2025-26,PF,,79,Emerald,79,82,77,82,83,82,81,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,635
ron-harper-jr-2025-26,Ron Harper Jr. (2025-26),Ron Harper Jr. (2025-26),Boston Celtics,2025-26,SF,,79,Emerald,81,82,81,84,80,80,84,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,572
spencer-jones-2025-26,Spencer Jones (2025-26),Spencer Jones (2025-26),Denver Nuggets,2025-26,SF,,79,Emerald,82,86,78,87,85,85,85,89,,2025-26 Rotation Piece,src/data/players-current-2026.ts,467
terrence-shannon-jr-2025-26,Terrence Shannon Jr. (2025-26),Terrence Shannon Jr. (2025-26),Minnesota Timberwolves,2025-26,SG,,79,Emerald,85,80,82,87,78,83,84,80,,2025-26 Rotation Piece,src/data/players-current-2026.ts,617
tony-allen-celtics,Tony Allen (Celtics),Tony Allen (Celtics),Boston Celtics,Team-specific historical variant,SG,SF,79,Emerald,,,,,,,,,,,src/data/players.ts,922
trayce-jackson-davis-2025-26,Trayce Jackson-Davis (2025-26),Trayce Jackson-Davis (2025-26),Toronto Raptors,2025-26,C,,79,Emerald,77,80,75,77,80,78,79,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,507
tre-mann-2025-26,Tre Mann (2025-26),Tre Mann (2025-26),Charlotte Hornets,2025-26,PG,,79,Emerald,79,81,82,82,79,79,79,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,639
tyler-kolek-2025-26,Tyler Kolek (2025-26),Tyler Kolek (2025-26),New York Knicks,2025-26,PG,,79,Emerald,81,81,85,83,78,79,84,86,,2025-26 Rotation Piece,src/data/players-current-2026.ts,573
tyrese-martin-2025-26,Tyrese Martin (2025-26),Tyrese Martin (2025-26),Philadelphia 76ers,2025-26,SG,,79,Emerald,80,80,83,82,82,80,80,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,618
tyrese-proctor-2025-26,Tyrese Proctor (2025-26),Tyrese Proctor (2025-26),Cleveland Cavaliers,2025-26,PG,,79,Emerald,81,80,83,84,77,79,81,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,606
aj-johnson-2025-26,AJ Johnson (2025-26),AJ Johnson (2025-26),Dallas Mavericks,2025-26,SG,,78,Emerald,79,77,80,80,78,79,78,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,678
andre-jackson-jr-2025-26,Andre Jackson Jr. (2025-26),Andre Jackson Jr. (2025-26),Milwaukee Bucks,2025-26,SG,,78,Emerald,78,80,80,79,81,80,78,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,665
brandon-roy-timberwolves,Brandon Roy (Timberwolves),Brandon Roy (Timberwolves),Minnesota Timberwolves,Team-specific historical variant,SG,SF,78,Emerald,,,,,,,,,,,src/data/players.ts,923
caleb-houstan-2025-26,Caleb Houstan (2025-26),Caleb Houstan (2025-26),Atlanta Hawks,2025-26,SF,,78,Emerald,83,79,79,86,79,79,82,74,,2025-26 Rotation Piece,src/data/players-current-2026.ts,575
cameron-payne-2025-26,Cameron Payne (2025-26),Cameron Payne (2025-26),Philadelphia 76ers,2025-26,PG,,78,Emerald,81,84,86,84,78,82,84,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,512
cody-martin-2025-26,Cody Martin (2025-26),Cody Martin (2025-26),Indiana Pacers,2025-26,SF,,78,Emerald,78,84,77,79,82,82,79,70,,2025-26 Rotation Piece,src/data/players-current-2026.ts,644
craig-porter-jr-2025-26,Craig Porter Jr. (2025-26),Craig Porter Jr. (2025-26),Cleveland Cavaliers,2025-26,PG,,78,Emerald,76,84,81,77,80,80,82,86,Wing Stopper;Point-of-Attack,2025-26 Rotation Piece,src/data/players-current-2026.ts,452
dalen-terry-2025-26,Dalen Terry (2025-26),Dalen Terry (2025-26),Philadelphia 76ers,2025-26,SG,,78,Emerald,79,84,82,82,80,81,82,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,580
dorian-finney-smith-2025-26,Dorian Finney-Smith (2025-26),Dorian Finney-Smith (2025-26),Houston Rockets,2025-26,PF,,78,Emerald,77,81,78,81,82,80,80,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,669
drew-eubanks-2025-26,Drew Eubanks (2025-26),Drew Eubanks (2025-26),Sacramento Kings,2025-26,C,,78,Emerald,83,82,77,79,84,83,81,80,,2025-26 Rotation Piece,src/data/players-current-2026.ts,562
duop-reath-2025-26,Duop Reath (2025-26),Duop Reath (2025-26),Portland Trail Blazers,2025-26,C,,78,Emerald,81,81,79,86,79,79,83,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,596
gabe-vincent-2025-26,Gabe Vincent (2025-26),Gabe Vincent (2025-26),Atlanta Hawks,2025-26,PG,,78,Emerald,77,80,81,84,76,79,81,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,670
garrett-temple-2025-26,Garrett Temple (2025-26),Garrett Temple (2025-26),Toronto Raptors,2025-26,SG,,78,Emerald,78,81,79,79,77,80,80,74,,2025-26 Rotation Piece,src/data/players-current-2026.ts,671
garrison-mathews-2025-26,Garrison Mathews (2025-26),Garrison Mathews (2025-26),Indiana Pacers,2025-26,SG,,78,Emerald,82,80,80,85,77,81,82,74,,2025-26 Rotation Piece,src/data/players-current-2026.ts,581
jalen-pickett-2025-26,Jalen Pickett (2025-26),Jalen Pickett (2025-26),Denver Nuggets,2025-26,SG,,78,Emerald,80,78,85,85,80,79,82,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,599
jalen-wilson-2025-26,Jalen Wilson (2025-26),Jalen Wilson (2025-26),Brooklyn Nets,2025-26,PF,,78,Emerald,81,78,80,83,79,81,80,84,,2025-26 Rotation Piece,src/data/players-current-2026.ts,649
jeff-green-2025-26,Jeff Green (2025-26),Jeff Green (2025-26),Houston Rockets,2025-26,PF,,78,Emerald,79,78,79,81,78,78,81,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,673
jeremiah-robinson-earl-2025-26,Jeremiah Robinson-Earl (2025-26),Jeremiah Robinson-Earl (2025-26),Dallas Mavericks,2025-26,PF,,78,Emerald,78,79,78,81,86,80,80,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,651
jericho-sims-2025-26,Jericho Sims (2025-26),Jericho Sims (2025-26),Milwaukee Bucks,2025-26,C,,78,Emerald,78,76,73,73,86,81,79,87,Glass Cleaner,2025-26 Rotation Piece,src/data/players-current-2026.ts,478
jett-howard-2025-26,Jett Howard (2025-26),Jett Howard (2025-26),Orlando Magic,2025-26,SF,,78,Emerald,81,79,81,85,79,80,84,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,583
jevon-carter-2025-26,Jevon Carter (2025-26),Jevon Carter (2025-26),Orlando Magic,2025-26,PG,,78,Emerald,81,83,84,86,77,81,83,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,534
joan-beringer-2025-26,Joan Beringer (2025-26),Joan Beringer (2025-26),Minnesota Timberwolves,2025-26,PF,,78,Emerald,84,83,79,81,84,83,85,78,,2025-26 Rotation Piece,src/data/players-current-2026.ts,516
joe-ingles-2025-26,Joe Ingles (2025-26),Joe Ingles (2025-26),Minnesota Timberwolves,2025-26,SF,,78,Emerald,82,82,82,85,77,78,82,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,565
kobe-brown-2025-26,Kobe Brown (2025-26),Kobe Brown (2025-26),Indiana Pacers,2025-26,PF,,78,Emerald,81,79,79,84,82,80,80,86,,2025-26 Rotation Piece,src/data/players-current-2026.ts,520
kris-murray-2025-26,Kris Murray (2025-26),Kris Murray (2025-26),Portland Trail Blazers,2025-26,SF,,78,Emerald,80,86,80,80,86,85,84,86,,2025-26 Rotation Piece,src/data/players-current-2026.ts,522
kyle-anderson-2025-26,Kyle Anderson (2025-26),Kyle Anderson (2025-26),Minnesota Timberwolves,2025-26,SF,,78,Emerald,77,82,80,78,79,77,81,79,Point-of-Attack,2025-26 Rotation Piece,src/data/players-current-2026.ts,439
liam-mcneeley-2025-26,Liam McNeeley (2025-26),Liam McNeeley (2025-26),Charlotte Hornets,2025-26,SF,,78,Emerald,81,80,80,85,81,81,83,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,566
mac-mcclung-2025-26,Mac McClung (2025-26),Mac McClung (2025-26),Chicago Bulls,2025-26,PG,SG,78,Emerald,84,78,78,77,74,92,79,73,,2025-26 Rotation Piece,src/data/players-current-2026.ts,614
matthew-dellavedova,Matthew Dellavedova,Matthew Dellavedova,Cleveland Cavaliers,2013-2024,PG,SG,78,Emerald,69,72,73,74,30,56,90,79,Motor;Floor General;Glue Guy,Connector Pest Guard,src/data/players.ts,642
maxi-kleber-2025-26,Maxi Kleber (2025-26),Maxi Kleber (2025-26),Los Angeles Lakers,2025-26,PF,,78,Emerald,78,83,77,78,82,82,80,80,,2025-26 Rotation Piece,src/data/players-current-2026.ts,658
micah-potter-2025-26,Micah Potter (2025-26),Micah Potter (2025-26),Indiana Pacers,2025-26,C,,78,Emerald,87,82,83,90,88,84,86,82,,2025-26 Floor Spacer,src/data/players-current-2026.ts,373
nick-smith-jr-2025-26,Nick Smith Jr. (2025-26),Nick Smith Jr. (2025-26),Los Angeles Lakers,2025-26,SG,,78,Emerald,82,78,81,85,76,79,80,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,632
orlando-robinson-2025-26,Orlando Robinson (2025-26),Orlando Robinson (2025-26),Orlando Magic,2025-26,C,,78,Emerald,82,80,82,84,80,79,83,69,,2025-26 Rotation Piece,src/data/players-current-2026.ts,570
pat-connaughton-2025-26,Pat Connaughton (2025-26),Pat Connaughton (2025-26),Charlotte Hornets,2025-26,SG,,78,Emerald,81,81,80,84,81,79,83,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,590
quenton-jackson-2025-26,Quenton Jackson (2025-26),Quenton Jackson (2025-26),Indiana Pacers,2025-26,PG,,78,Emerald,81,76,82,81,75,79,79,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,486
seth-curry-2025-26,Seth Curry (2025-26),Seth Curry (2025-26),Golden State Warriors,2025-26,SG,,78,Emerald,82,76,79,85,76,78,80,72,,2025-26 Rotation Piece,src/data/players-current-2026.ts,542
sidy-cissoko-2025-26,Sidy Cissoko (2025-26),Sidy Cissoko (2025-26),Portland Trail Blazers,2025-26,SF,,78,Emerald,77,85,80,80,80,84,82,93,,2025-26 Rotation Piece,src/data/players-current-2026.ts,616
svi-mykhailiuk-2025-26,Svi Mykhailiuk (2025-26),Svi Mykhailiuk (2025-26),Utah Jazz,2025-26,SF,,78,Emerald,81,71,77,88,73,76,80,82,Elite Shooter,2025-26 Floor Spacer,src/data/players-current-2026.ts,487
taurean-prince-2025-26,Taurean Prince (2025-26),Taurean Prince (2025-26),Milwaukee Bucks,2025-26,SF,,78,Emerald,84,80,82,90,80,80,80,77,,2025-26 Floor Spacer,src/data/players-current-2026.ts,527
thomas-bryant-2025-26,Thomas Bryant (2025-26),Thomas Bryant (2025-26),Cleveland Cavaliers,2025-26,C,,78,Emerald,80,76,74,80,81,77,80,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,468
tony-bradley-2025-26,Tony Bradley (2025-26),Tony Bradley (2025-26),Atlanta Hawks,2025-26,C,,78,Emerald,82,79,78,84,85,82,81,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,591
tyus-jones-2025-26,Tyus Jones (2025-26),Tyus Jones (2025-26),Denver Nuggets,2025-26,PG,,78,Emerald,80,82,89,83,76,79,85,89,,2025-26 Rotation Piece,src/data/players-current-2026.ts,663
yuki-kawamura-2025-26,Yuki Kawamura (2025-26),Yuki Kawamura (2025-26),Chicago Bulls,2025-26,PG,,78,Emerald,79,79,83,82,80,81,80,74,,2025-26 Rotation Piece,src/data/players-current-2026.ts,640
zeke-nnaji-2025-26,Zeke Nnaji (2025-26),Zeke Nnaji (2025-26),Denver Nuggets,2025-26,PF,,78,Emerald,80,83,77,80,83,82,81,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,621
adou-thiero-2025-26,Adou Thiero (2025-26),Adou Thiero (2025-26),Los Angeles Lakers,2025-26,SF,,77,Emerald,81,81,78,81,80,81,80,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,622
amari-williams-2025-26,Amari Williams (2025-26),Amari Williams (2025-26),Boston Celtics,2025-26,PF,,77,Emerald,80,83,78,80,81,81,81,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,623
ariel-hukporti-2025-26,Ariel Hukporti (2025-26),Ariel Hukporti (2025-26),New York Knicks,2025-26,C,,77,Emerald,81,84,77,81,85,82,82,83,,2025-26 Rotation Piece,src/data/players-current-2026.ts,558
bismack-biyombo-2025-26,Bismack Biyombo (2025-26),Bismack Biyombo (2025-26),San Antonio Spurs,2025-26,C,,77,Emerald,81,81,76,81,79,80,80,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,642
blake-wesley-2025-26,Blake Wesley (2025-26),Blake Wesley (2025-26),Portland Trail Blazers,2025-26,SG,,77,Emerald,81,82,83,79,78,81,80,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,609
bobi-klintman-2025-26,Bobi Klintman (2025-26),Bobi Klintman (2025-26),Detroit Pistons,2025-26,SF,,77,Emerald,79,80,79,80,81,79,79,72,,2025-26 Rotation Piece,src/data/players-current-2026.ts,666
bronny-james-2025-26,Bronny James (2025-26),Bronny James (2025-26),Los Angeles Lakers,2025-26,SG,,77,Emerald,82,78,79,78,74,88,78,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,653
brooks-barnhizer-2025-26,Brooks Barnhizer (2025-26),Brooks Barnhizer (2025-26),Oklahoma City Thunder,2025-26,SG,,77,Emerald,77,82,78,79,82,79,81,78,,2025-26 Rotation Piece,src/data/players-current-2026.ts,667
chaz-lanier-2025-26,Chaz Lanier (2025-26),Chaz Lanier (2025-26),Detroit Pistons,2025-26,SG,,77,Emerald,78,78,79,81,77,78,81,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,679
christian-koloko-2025-26,Christian Koloko (2025-26),Christian Koloko (2025-26),Atlanta Hawks,2025-26,C,,77,Emerald,77,84,77,78,84,82,80,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,643
daniel-gibson,Daniel Gibson,Daniel Gibson,Cleveland Cavaliers,2006-2015,SG,PG,77,Emerald,78,44,48,90,26,67,80,59,Elite Shooter;Off-Ball Gravity;Bench Scorer,Bench Floor Spacer,src/data/players.ts,641
dario-aric-2025-26,Dario Šaric (2025-26),Dario Šaric (2025-26),Sacramento Kings,2025-26,C,,77,Emerald,78,78,77,81,79,79,79,70,,2025-26 Rotation Piece,src/data/players-current-2026.ts,680
dariq-whitehead-2025-26,Dariq Whitehead (2025-26),Dariq Whitehead (2025-26),Memphis Grizzlies,2025-26,SF,,77,Emerald,82,78,80,84,81,80,79,72,,2025-26 Rotation Piece,src/data/players-current-2026.ts,594
daron-holmes-2025-26,DaRon Holmes (2025-26),DaRon Holmes (2025-26),Denver Nuggets,2025-26,PF,,77,Emerald,83,79,80,86,80,79,82,75,,2025-26 Rotation Piece,src/data/players-current-2026.ts,561
david-roddy-2025-26,David Roddy (2025-26),David Roddy (2025-26),Denver Nuggets,2025-26,PF,,77,Emerald,84,82,81,83,84,82,83,71,,2025-26 Rotation Piece,src/data/players-current-2026.ts,493
doug-mcdermott-2025-26,Doug McDermott (2025-26),Doug McDermott (2025-26),Sacramento Kings,2025-26,SF,,77,Emerald,81,77,80,87,77,78,80,77,,2025-26 Rotation Piece,src/data/players-current-2026.ts,647
eric-gordon-2025-26,Eric Gordon (2025-26),Eric Gordon (2025-26),Philadelphia 76ers,2025-26,SG,,77,Emerald,83,81,79,86,77,80,83,71,,2025-26 Rotation Piece,src/data/players-current-2026.ts,547
gary-harris-2025-26,Gary Harris (2025-26),Gary Harris (2025-26),Milwaukee Bucks,2025-26,SG,,77,Emerald,79,82,79,86,77,80,81,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,612
greg-oden,Greg Oden,Greg Oden,Portland Trail Blazers,2007-2014,C,,77,Emerald,62,84,18,18,80,72,74,28,Rim Protector;Paint Anchor;Interior Force,Injured Paint Anchor,src/data/players.ts,696
harrison-ingram-2025-26,Harrison Ingram (2025-26),Harrison Ingram (2025-26),San Antonio Spurs,2025-26,SF,,77,Emerald,82,78,79,84,79,78,82,71,,2025-26 Rotation Piece,src/data/players-current-2026.ts,625
isaac-jones-2025-26,Isaac Jones (2025-26),Isaac Jones (2025-26),Detroit Pistons,2025-26,PF,,77,Emerald,79,79,78,80,79,80,80,71,,2025-26 Rotation Piece,src/data/players-current-2026.ts,672
isaiah-stevens-2025-26,Isaiah Stevens (2025-26),Isaiah Stevens (2025-26),Sacramento Kings,2025-26,PG,,77,Emerald,80,82,83,81,78,82,82,69,,2025-26 Rotation Piece,src/data/players-current-2026.ts,582
jaylen-clark-2025-26,Jaylen Clark (2025-26),Jaylen Clark (2025-26),Minnesota Timberwolves,2025-26,SG,,77,Emerald,79,84,78,81,81,82,84,89,,2025-26 Rotation Piece,src/data/players-current-2026.ts,601
jd-davison-2025-26,JD Davison (2025-26),JD Davison (2025-26),Houston Rockets,2025-26,PG,,77,Emerald,79,82,83,79,78,80,82,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,627
johni-broome-2025-26,Johni Broome (2025-26),Johni Broome (2025-26),Philadelphia 76ers,2025-26,C,,77,Emerald,79,80,79,79,81,80,80,72,,2025-26 Rotation Piece,src/data/players-current-2026.ts,656
jordan-mclaughlin-2025-26,Jordan McLaughlin (2025-26),Jordan McLaughlin (2025-26),San Antonio Spurs,2025-26,PG,,77,Emerald,79,82,81,84,77,78,83,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,628
julian-phillips-2025-26,Julian Phillips (2025-26),Julian Phillips (2025-26),Minnesota Timberwolves,2025-26,SF,,77,Emerald,79,81,78,81,78,80,81,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,657
keaton-wallace-2025-26,Keaton Wallace (2025-26),Keaton Wallace (2025-26),Atlanta Hawks,2025-26,PG,,77,Emerald,79,81,83,83,76,79,82,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,629
