id,player_name,canonical_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,proposed_ovr,delta,current_tier,proposed_tier,internal_score,peak_ability,career_achievement,longevity,playoff_performance,awards_honors,historical_impact,badges,archetype,model_source,confidence,evidence_level,nearest_anchor_above_or_equal,nearest_anchor_below_or_equal,manual_review,manual_review_reason,reasoning,source_file,source_line
isaac-jones-2025-26,Isaac Jones (2025-26),Isaac Jones,Isaac Jones (2025-26),Detroit Pistons,2025-26,PF,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,672
isaiah-stevens-2025-26,Isaiah Stevens (2025-26),Isaiah Stevens,Isaiah Stevens (2025-26),Sacramento Kings,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,582
jaylen-clark-2025-26,Jaylen Clark (2025-26),Jaylen Clark,Jaylen Clark (2025-26),Minnesota Timberwolves,2025-26,SG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,601
jd-davison-2025-26,JD Davison (2025-26),JD Davison,JD Davison (2025-26),Houston Rockets,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,627
johni-broome-2025-26,Johni Broome (2025-26),Johni Broome,Johni Broome (2025-26),Philadelphia 76ers,2025-26,C,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,656
jordan-mclaughlin-2025-26,Jordan McLaughlin (2025-26),Jordan McLaughlin,Jordan McLaughlin (2025-26),San Antonio Spurs,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,628
julian-phillips-2025-26,Julian Phillips (2025-26),Julian Phillips,Julian Phillips (2025-26),Minnesota Timberwolves,2025-26,SF,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,657
keaton-wallace-2025-26,Keaton Wallace (2025-26),Keaton Wallace,Keaton Wallace (2025-26),Atlanta Hawks,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,629
keshad-johnson-2025-26,Keshad Johnson (2025-26),Keshad Johnson,Keshad Johnson (2025-26),Miami Heat,2025-26,SF,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,551
kj-simpson-2025-26,KJ Simpson (2025-26),KJ Simpson,KJ Simpson (2025-26),Denver Nuggets,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,630
koby-brea-2025-26,Koby Brea (2025-26),Koby Brea,Koby Brea (2025-26),Phoenix Suns,2025-26,SG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,586
kyle-lowry-2025-26,Kyle Lowry (2025-26),Kyle Lowry,Kyle Lowry (2025-26),Philadelphia 76ers,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,681
lindy-waters-iii-2025-26,Lindy Waters III (2025-26),Lindy Waters III,Lindy Waters III (2025-26),San Antonio Spurs,2025-26,SG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,676
malaki-branham-2025-26,Malaki Branham (2025-26),Malaki Branham,Malaki Branham (2025-26),Washington Wizards,2025-26,SG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,567
noa-essengue-2025-26,Noa Essengue (2025-26),Noa Essengue,Noa Essengue (2025-26),Chicago Bulls,2025-26,PF,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,684
oscar-tshiebwe-2025-26,Oscar Tshiebwe (2025-26),Oscar Tshiebwe,Oscar Tshiebwe (2025-26),Utah Jazz,2025-26,C,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,485
sharife-cooper-2025-26,Sharife Cooper (2025-26),Sharife Cooper,Sharife Cooper (2025-26),Washington Wizards,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,543
thanasis-antetokounmpo-2025-26,Thanasis Antetokounmpo (2025-26),Thanasis Antetokounmpo,Thanasis Antetokounmpo (2025-26),Milwaukee Bucks,2025-26,SF,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,638
tyty-washington-jr-2025-26,TyTy Washington Jr. (2025-26),TyTy Washington Jr.,TyTy Washington Jr. (2025-26),Los Angeles Clippers,2025-26,PG,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,619
yang-hansen-2025-26,Yang Hansen (2025-26),Yang Hansen,Yang Hansen (2025-26),Portland Trail Blazers,2025-26,C,,77,76,-1,Emerald,Emerald,75.5,76.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,677
anthony-bennett,Anthony Bennett,Anthony Bennett,Anthony Bennett,Cleveland Cavaliers,2013-2017,PF,C,76,75,-1,Emerald,Emerald,75.4,76,75,75,75,75,75,Bench Scorer;Mismatch Weapon;Motor,Struggling Combo Big,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,697
kwame-brown,Kwame Brown,Kwame Brown,Kwame Brown,Washington Wizards,2001-2013,C,PF,76,75,-1,Emerald,Emerald,75.4,76,75,75,75,75,75,Interior Force;Motor;Paint Gravity,Physical Interior Big,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,699
alex-antetokounmpo-2025-26,Alex Antetokounmpo (2025-26),Alex Antetokounmpo,Alex Antetokounmpo (2025-26),Milwaukee Bucks,2025-26,SF,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,557
anthony-gill-2025-26,Anthony Gill (2025-26),Anthony Gill,Anthony Gill (2025-26),Washington Wizards,2025-26,PF,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,490
cam-christie-2025-26,Cam Christie (2025-26),Cam Christie,Cam Christie (2025-26),Los Angeles Clippers,2025-26,SG,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,668
deandre-jordan-2025-26,DeAndre Jordan (2025-26),DeAndre Jordan,DeAndre Jordan (2025-26),New Orleans Pelicans,2025-26,C,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,513
jacob-toppin-2025-26,Jacob Toppin (2025-26),Jacob Toppin,Jacob Toppin (2025-26),Atlanta Hawks,2025-26,SF,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,626
kam-jones-2025-26,Kam Jones (2025-26),Kam Jones,Kam Jones (2025-26),Indiana Pacers,2025-26,SG,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,675
mark-sears-2025-26,Mark Sears (2025-26),Mark Sears,Mark Sears (2025-26),Milwaukee Bucks,2025-26,PG,,76,75,-1,Emerald,Emerald,75.2,75.5,75,75,75,75,75,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,604
